step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,metric_model,ship_type,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,metric_g00,metric_det,metric_signature_valid,christoffel_norm,invariant_error,coordinate_time,proper_time,beta_x,beta_y,beta_z,lapse_alpha,drive_authority,drive_phase_rad,drive_frequency_hz,drive_omega_rad_s,drive_coherence,drive_lock_quality,mode_count,bubble_radius,wall_thickness,einstein_tensor_norm,stress_energy_density,instantaneous_stress_energy_density,cycle_avg_stress_energy_density,cockpit_curvature_norm,bubble_wall_curvature_norm,cockpit_tidal_stress,bubble_wall_tidal_stress,phase_cancellation_score,phase_confinement_score,negative_energy_flag,nec_violation_flag,negative_energy_instant,negative_energy_cycle_avg,nec_violation_instant,nec_violation_cycle_avg,curvature_scalar,geodesic_accel_diagnostic_x,geodesic_accel_diagnostic_y,geodesic_accel_diagnostic_z,metric_derivative_step_m,craft_rest_energy_j,craft_coordinate_energy_j,craft_kinetic_energy_j,craft_energy_delta_j,conserved_energy_j,conserved_energy_error_j,drive_energy_available_j,drive_energy_spent_j,drive_power_w,drive_power_requested_w,drive_power_actual_w,requested_drive_authority,actual_drive_authority,estimated_metric_energy_j,estimated_field_energy_delta_j,estimated_positive_energy_j,estimated_negative_energy_j,estimated_stress_energy_cost_j,positive_energy_j,negative_energy_j,net_stress_energy_j,absolute_stress_energy_j,unfunded_energy_debt_j,conservation_error_j,conservation_error_ratio,stress_energy_conservation_residual,stress_energy_conservation_valid,power_clamped,metric_unfunded,metric_valid,power_source_type,resonator_substrate_type,exotic_stress_source_type,source_available_energy_j,source_max_power_w,usable_power_w,conversion_efficiency,waste_heat_w,radiation_loss_w,source_mass_kg,depletion_rate,stability_risk,physical_plausibility_rating,resonator_coherence_multiplier,resonator_phase_stability,resonator_coupling_efficiency,resonator_max_safe_authority,moscovium_metastable,moscovium_stabilization_required,exotic_negative_energy_capacity_j,exotic_stress_shaping_authority
10,0.166667,0,0,6371999.664620814,0,0,-3.658675985028795,999.6646208139136,-3.658675985028795,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292038602704e-15,0,0.1833337,0.1833336998773999,0,-0,1.100040881171802e-16,0.9999999993040013,2.463875627331128e-12,4.60767844060348,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349705123995e-15,4.276982211336783e+27,4.276982211336783e+27,4.276982211336309e+27,1.387778776454139e-15,1.387778776412111e-15,1.842996715226384e-15,1.842997376063995e-15,0.9973340126058289,0.4999999999992044,0,0,0,0,0,0,1.554312229529461e-15,-0,-0,-19.95637463249954,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.998166663e+17,183333700000000,1000000000000000,1.647261078171097e+38,1000000000000000,1,2.463875627331128e-12,2.099458733541397e+32,-3.499097889243007e+31,2.09945873354491e+32,-3.512730119873251e+20,2.099458733548423e+32,2.09945873354491e+32,-3.512730119873251e+20,2.099458733541397e+32,2.099458733548423e+32,0,-3.499097889243007e+31,-1,35812963.27465459,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
11,0.1833337,0,0,6371999.600871035,0,0,-3.991282889259809,999.6008710348979,-3.991282889259809,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292037794167e-15,0,0.2000003999999999,0.2000003998658002,0,0,8.978206244901548e-17,0.9999999993040013,1.375649006254825e-12,5.026558298840159,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704719088e-15,4.276982211337246e+27,4.276982211337246e+27,4.276982211338097e+27,1.387778776454182e-15,1.360064960635878e-15,1.842996714996703e-15,1.851185543390654e-15,0.9973340126058267,0.4949605827184251,0,0,0,0,0,0,1.554312229529623e-15,-0,-0,-19.95637434486425,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.997999996e+17,200000400000000,1000000000000000,5.284266625304196e+38,1000000000000000,1,1.375649006254825e-12,2.09945873354112e+32,-2.767011611056433e+19,2.099458733544984e+32,-3.863734133783615e+20,2.099458733548848e+32,2.099458733544984e+32,-3.863734133783615e+20,2.09945873354112e+32,2.099458733548848e+32,0,-2.767031611096433e+19,-1,1097277654408.229,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
12,0.2000004,0,0,6371999.531577796,0,0,-4.323889790052692,999.5315777957439,-4.323889790052692,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292037433261e-15,0,0.2166670999999999,0.2166670998542004,0,0,7.831145235898582e-17,0.9999999993040013,9.410218367550728e-13,5.445438157076839,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704525598e-15,4.27698221133746e+27,4.27698221133746e+27,4.27698221133882e+27,1.387778776454208e-15,1.387778776321161e-15,1.842996714887048e-15,1.89850820064282e-15,0.997334012605826,0.4999999999983125,0,0,0,0,0,0,1.554312229529719e-15,-0,-0,-19.95637416711866,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.997833329e+17,216667100000000,1000000000000000,1.129277296530076e+39,1000000000000000,1,9.410218367550728e-13,2.099458733540844e+32,-2.763408731354536e+19,2.099458733545059e+32,-4.214828442488938e+20,2.099458733549274e+32,2.099458733545059e+32,-4.214828442488938e+20,2.099458733540844e+32,2.099458733549274e+32,0,-2.763430398064536e+19,-1,474846336189.0397,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
13,0.2166671,0,0,6371999.456741096,0,0,-4.656496688476447,999.4567410964519,-4.656496688476447,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.23629203717311e-15,0,0.2333337999999999,0.2333337998426007,0,0,7.040783516160915e-17,0.9999999993040013,7.379863123626423e-13,5.864318015313518,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704407657e-15,4.276982211337582e+27,4.276982211337582e+27,4.276982211339144e+27,1.38777877645423e-15,1.360023200781476e-15,1.842996714820205e-15,1.918351933844613e-15,0.9973340126058255,0.49494949494284,0,0,0,0,0,0,1.55431222952979e-15,-0,-0,-19.95637403693783,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.997666662e+17,233333800000000,1000000000000000,1.836129829577063e+39,1000000000000000,1,7.379863123626423e-13,2.099458733540568e+32,-2.763408731354536e+19,2.099458733545134e+32,-4.565960177864522e+20,2.0994587335497e+32,2.099458733545134e+32,-4.565960177864522e+20,2.099458733540568e+32,2.0994587335497e+32,0,-2.763432064734536e+19,-1,474861136532.2355,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
14,0.2333338,0,0,6371999.376360936,0,0,-4.989103585035963,999.3763609360904,-4.989103585035963,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.23629203695795e-15,16,0.2500004999999999,0.250000499831001,0,0,6.418903792718548e-17,0.9999999993040013,6.437220504701763e-13,6.283197873550198,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704323921e-15,4.276982211337672e+27,4.276982211337672e+27,4.276982211339262e+27,1.387778776454249e-15,1.387778776454251e-15,1.842996714772651e-15,2.287086147987729e-15,0.9973340126058253,0.5000000000000001,0,0,0,0,0,0,1.554312229529852e-15,-0,-0,-19.95637392927038,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.997499995e+17,250000500000000,1000000000000000,2.413255074195469e+39,1000000000000000,1,6.437220504701763e-13,2.099458733540291e+32,-2.767011611056433e+19,2.099458733545208e+32,-4.917165011913748e+20,2.099458733550125e+32,2.099458733545208e+32,-4.917165011913748e+20,2.099458733540291e+32,2.099458733550125e+32,0,-2.767036611106433e+19,-1,474839518489.5146,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
15,0.2500005,0,0,6371999.290960344,0,0,-5.211118575753961,999.2909603435546,-5.211118575753961,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292036761393e-15,16,0.2666671999999999,0.2666671998194012,0,0,5.875966922605285e-17,0.9999999993040013,6.158991625543126e-13,6.702077731786877,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704257865e-15,4.276982211337821e+27,4.276982211337821e+27,4.276982211339266e+27,1.387778776454268e-15,1.387778776450588e-15,1.842996714734854e-15,2.28708611149394e-15,0.9973340126058253,0.4999999999993369,0,0,0,0,0,0,1.554312229529909e-15,-0,-0,-19.95637383091211,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.997333328e+17,266667200000000,1000000000000000,2.636214672352005e+39,1000000000000000,1,6.158991625543126e-13,2.099458733540014e+32,-2.767011611056433e+19,2.099458733545283e+32,-5.26840267835467e+20,2.099458733550551e+32,2.099458733545283e+32,-5.26840267835467e+20,2.099458733540014e+32,2.099458733550551e+32,0,-2.767038277776433e+19,-1,8602948.190781437,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
16,0.2666672,0,0,6371999.202722328,0,0,-5.377422021266032,999.2027223277837,-5.377422021266032,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962680957105e-16,16,0.2833338999999999,0.2833338998078015,0,0,5.357053214507026e-17,0.9999999993040013,6.437339027627844e-13,7.120957590023557,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704201683e-15,4.276982211338006e+27,4.276982211338006e+27,4.276982211339145e+27,1.387778776454535e-15,1.38777877644726e-15,1.898507865933545e-15,2.287086079668064e-15,0.9973340126058255,0.4999999999999078,0,0,0,0,0,0,1.554312229529966e-15,-0,-0,-9.978186817094782,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.997166661e+17,283333900000000,1000000000000000,2.413166210328452e+39,1000000000000000,1,6.437339027627844e-13,2.099458733539828e+32,-1.866291685582334e+19,2.099458733545331e+32,-5.502911128695387e+20,2.099458733550833e+32,2.099458733545331e+32,-5.502911128695387e+20,2.099458733539828e+32,2.099458733550833e+32,0,-1.866320018972334e+19,-1,356133675558.3375,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
17,0.2833339,0,0,6371999.111712581,0,0,-5.54372546515738,999.1117125814781,-5.54372546515738,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962674040317e-16,16,0.3000005999999998,0.3000005997962018,0,0,4.816570247391509e-17,0.9999999993040013,7.380155762618184e-13,7.539837448260236,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704149109e-15,4.276982211338219e+27,4.276982211338219e+27,4.27698221133884e+27,1.387778776454672e-15,1.387778776443998e-15,1.898507865902818e-15,2.287086049657247e-15,0.9973340126058258,0.5000000000006249,0,0,0,0,0,0,1.554312229530025e-15,-0,-0,-9.978186709421863,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.996999994e+17,300000600000000,1000000000000000,1.835984219498809e+39,1000000000000000,1,7.380155762618184e-13,2.099458733539689e+32,-1.383505805528216e+19,2.099458733545368e+32,-5.67865116236829e+20,2.099458733551047e+32,2.099458733545368e+32,-5.67865116236829e+20,2.099458733539689e+32,2.099458733551047e+32,0,-1.383535805588216e+19,-1,562422919645.2687,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
18,0.3000006,0,0,6371999.017931106,0,0,-5.710028907204082,999.017931105569,-5.710028907204082,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962665676745e-16,16,0.3166672999999998,0.316667299784602,-0,0,4.201522023741903e-17,0.9999999993040013,9.410893516961415e-13,7.958717306496916,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704096547e-15,4.276982211338492e+27,4.276982211338492e+27,4.276982211338216e+27,1.387778776454816e-15,1.387778776440586e-15,1.898507865871911e-15,2.287086019398008e-15,0.9973340126058267,0.4999999999997307,0,0,0,0,0,0,1.554312229530091e-15,-0,-0,-9.978186579227003,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.996833327e+17,316667300000000,1000000000000000,1.129115270777473e+39,1000000000000000,1,9.410893516961415e-13,2.099458733539551e+32,-1.387108685230113e+19,2.099458733545405e+32,-5.854507048823214e+20,2.09945873355126e+32,2.099458733545405e+32,-5.854507048823214e+20,2.099458733539551e+32,2.09945873355126e+32,0,-1.387140351960113e+19,-1,593543735882.4862,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
19,0.3166673,0,0,6371998.921377899,0,0,-5.876332346935261,998.9213778991252,-5.876332346935261,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962658553576e-16,16,0.3333339999999999,0.3333339997730023,-0,0,3.429679543113148e-17,0.9999999993040013,1.375829552154465e-12,8.377597164733597,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704041259e-15,4.276982211338872e+27,4.276982211338872e+27,4.276982211336896e+27,1.387778776454976e-15,1.387778776436862e-15,1.898507865839188e-15,2.287085987279415e-15,0.9973340126058282,0.5000000000009753,0,0,0,0,0,0,1.554312229530165e-15,-0,-0,-9.978186401442191,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.99666666e+17,333334000000000,1000000000000000,5.28287984004202e+38,1000000000000000,1,1.375829552154465e-12,2.099458733539412e+32,-1.387108685230113e+19,2.099458733545443e+32,-6.030642466197178e+20,2.099458733551473e+32,2.099458733545443e+32,-6.030642466197178e+20,2.099458733539412e+32,2.099458733551473e+32,0,-1.387142018630113e+19,-1,118729468295.869,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
20,0.333334,0,0,6371998.822052963,0,0,-6.042635783415425,998.822052963078,-6.042635783415425,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962652332753e-16,16,0.3500006999999998,0.3500006997614025,-0,0,2.346680794494892e-17,0.9999999993040013,2.464628520507473e-12,8.796477022970276,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092464126409e-16,-1387714959651207,-1387714959651207,-7266001055821049,3.885780580015251e-16,3.885780579795047e-16,2.63051804062584e-16,6.516300127386483e-16,0.99946566289237,0.5000000000037718,1,1,1,1,1,1,2.220446049254254e-16,-0,-0,-9.978186113639689,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.996499993e+17,350000700000000,1000000000000000,1.646254823325338e+38,1000000000000000,1,2.464628520507473e-12,1.749548944615242e+32,-3.499097889241699e+31,2.09945873354548e+32,-3.499097889302384e+31,2.449368522475718e+32,2.09945873354548e+32,-3.499097889302384e+31,1.749548944615242e+32,2.449368522475718e+32,0,-3.499097889241699e+31,-1,244721497021.7927,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
21,0.3500007,0,0,6371998.719956296,0,0,-6.208939214948851,998.7199562964961,-6.208939214948851,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962654868104e-16,16,0.3666673999999998,0.3666673997498028,-0,0,7.03705426501386e-18,0.9999999993040012,6.460063098627535e-12,9.215356881206956,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092461158049e-16,-426683191993764.5,-426683191993764.5,-1.952642825492594e+16,3.885780580010756e-16,3.885780579751212e-16,5.961187100982212e-16,3.185629675587768e-16,0.9994656628923698,0.499999999983301,1,0,1,1,0,0,-2.220446049246557e-16,-0,-0,-9.978185489052899,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325329920,9.996333326e+17,366667400000000,1000000000000000,2.396218848803809e+37,1000000000000000,1,6.460063098627535e-12,-3.499097889290645e+31,-2.099458733544306e+32,6.077806439784081e+20,-3.499097889351423e+31,3.499097889412201e+31,6.077806439784081e+20,-3.499097889351423e+31,-3.499097889290645e+31,3.499097889412201e+31,0,-2.099458733544306e+32,-1,59357003777.85619,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
22,0.3666674,0,0,6371998.6150879,0,0,-6.375242662819335,998.6150879003108,-6.375242662819335,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962978992684e-16,-16,0.3833340999999998,0.383334099738203,0,-0,6.332570087452447e-17,0.9999999993040012,5.811259372637269e-11,9.634236739443635,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092484386199e-16,-3933405589362360,-3933405589362360,-1.799658330593379e+17,3.885780580018702e-16,3.885780582315666e-16,3.18562954842955e-16,3.185640562070704e-16,0.9994656628925918,0.4999999998522212,1,0,1,1,0,0,-2.220446049285029e-16,-0,-0,-9.978182376989148,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,16384,1.078506213733542e+20,-1078325313536,9.996166659e+17,383334100000000,1000000000000000,2.96114368049975e+35,1000000000000000,1,5.811259372637269e-11,-3.49909788929354e+31,-2.894913840473755e+19,6.427219505241613e+20,-3.499097889357813e+31,3.499097889422085e+31,6.427219505241613e+20,-3.499097889357813e+31,-3.49909788929354e+31,3.499097889422085e+31,0,-2.894952173883755e+19,-1,478522808408.813,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
23,0.3833341,0,0,6371998.507447774,0,0,-6.541546257596709,998.5074477735907,-6.541546257596709,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922963521485096e-16,-16,0.4000007999999998,0.4000007997266033,0,-0,5.533725847601323e-16,0.9999999993040012,5.811191748075656e-11,10.05311659768032,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570094247071586e-16,-3.519225247435002e+16,-3.519225247435002e+16,-1.84257350454497e+17,3.885780580042453e-16,5.55111517593342e-16,3.18563023656291e-16,5.357091660007794e-16,0.9994656628925986,0.588235294719612,1,0,1,1,0,0,-2.220446049351047e-16,-0,-0,-9.978191454678177,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,-1078325313536,9.995999992e+17,400000800000000,1000000000000000,2.961212598276713e+35,1000000000000000,1,5.811191748075656e-11,-3.499097889294986e+31,-1.445655480385929e+19,6.60166029623646e+20,-3.499097889361002e+31,3.499097889427019e+31,6.60166029623646e+20,-3.499097889361002e+31,-3.499097889294986e+31,3.499097889427019e+31,0,-1.445695480465928e+19,-0.9999999999999978,295065858.5606961,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
24,0.4000008,0,0,6371998.397035916,0,0,-6.707849735299503,998.3970359163359,-6.707849735299503,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962823167889e-16,-16,0.4166674999999997,0.4166674997150036,0,-0,1.610475118661005e-16,0.9999999993040012,6.460075498771543e-12,10.47199645591699,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092611507676e-16,-1.047955819964913e+16,-1.047955819964913e+16,-2.095838578717735e+16,3.885780580012444e-16,3.885780579191695e-16,3.185629598256532e-16,6.516371516687104e-16,0.9994656628923957,0.5000000000157797,1,0,1,1,0,0,-2.220446049267237e-16,-0,-0,-9.978188341938866,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.995833325e+17,416667500000000,1000000000000000,2.396209649706897e+37,1000000000000000,1,6.460075498771543e-12,-3.49909788929481e+31,1.756403854674493e+18,6.580402118612209e+20,-3.499097889360614e+31,3.499097889426418e+31,6.580402118612209e+20,-3.499097889360614e+31,-3.49909788929481e+31,3.499097889426418e+31,0,1.755987187174493e+18,0.999525657294253,36906884.13404363,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
25,0.4166675,0,0,6371998.283964863,0,0,-6.826756477361382,998.283964863047,-6.826756477361382,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962745372916e-16,-16,0.4333341999999997,0.4333341997034038,0,-0,1.1004648724574e-16,0.9999999993040012,2.464809657497124e-12,10.89087631415367,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092530913501e-16,-7272653135079960,-7272653135079960,-8121364367711405,3.885780580009093e-16,3.885780579649544e-16,3.185629566786918e-16,6.51633265496416e-16,0.9994656628923801,0.4999999999975673,1,0,1,1,0,0,-2.220446049257907e-16,-0,-0,-9.978187717351707,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.995666658e+17,433334200000000,1000000000000000,1.646012868183017e+38,1000000000000000,1,2.464809657497124e-12,-3.499097889296129e+31,-1.319104330856818e+19,6.740083800165991e+20,-3.49909788936353e+31,3.499097889430931e+31,6.740083800165991e+20,-3.49909788936353e+31,-3.499097889296129e+31,3.499097889430931e+31,0,-1.319147664276818e+19,-1,132688101828.9191,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
26,0.4333342,0,0,6371998.17018536,0,0,-6.826756485866129,998.1701853601262,-6.826756485866128,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,3.348655897256388e-21,-16,0.4500008999999998,0.4500008996918038,0,0,8.979800840354407e-17,0.9999999993040012,1.375890337330233e-12,11.30975617239035,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092507456431e-16,-5931204525579338,-5931204525579338,-4530947768738373,5.551115110770683e-16,3.885780579815889e-16,5.356278159400841e-16,6.516321280594855e-16,0.9999999999999993,0.4117647060423218,1,0,1,1,0,0,-2.220446049254392e-16,0,0,-5.14040062707246e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.995499991e+17,450000900000000,1000000000000000,5.282413067832697e+38,1000000000000000,1,1.375890337330233e-12,-3.499097889297104e+31,-9.745789593629753e+18,6.85761408741047e+20,-3.49909788936568e+31,3.499097889434257e+31,6.85761408741047e+20,-3.49909788936568e+31,-3.499097889297104e+31,3.499097889434257e+31,0,-9.746239594529753e+18,-1,118736552271.3143,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
27,0.4500009,0,0,6371998.056405857,0,0,-6.826756490931761,998.0564058572054,-6.826756490931761,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.92060611743547e-21,-16,0.4666675999999997,0.4666675996802024,0,0,7.831943298297746e-17,0.9999999993040012,9.411182952485404e-13,11.72863603062703,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092496306854e-16,-5172979378794012,-5172979378794012,-3099209066648024,5.551115110766807e-16,3.885780579904538e-16,5.356278155335681e-16,6.516315856185861e-16,0.9999999999999996,0.4117647060369426,1,0,1,1,0,0,-2.220446049252493e-16,0,0,-3.362367300074744e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.995333324e+17,466667600000000,1000000000000000,1.129045821262715e+39,1000000000000000,1,9.411182952485404e-13,-3.499097889297098e+31,5.854679515581645e+16,6.856837781310162e+20,-3.499097889365666e+31,3.499097889434235e+31,6.856837781310162e+20,-3.499097889365666e+31,-3.499097889297098e+31,3.499097889434235e+31,0,5.808012755581645e+16,0.9841843681693122,118715585832.6111,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
28,0.4666676,0,0,6371997.942626354,0,0,-6.826756493627933,997.9426263542846,-6.826756493627933,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.625752237919779e-21,-16,0.4833342999999997,0.4833342996686011,0,0,7.041261220817035e-17,0.9999999993040012,7.380384157203038e-13,12.14751588886371,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092489512191e-16,-4650907876663782,-4650907876663782,-2430458877505410,5.551115110764269e-16,3.885780579962632e-16,5.356278152858217e-16,6.51631255052944e-16,0.9999999999999996,0.4117647060340096,1,0,1,1,0,0,-2.220446049251249e-16,0,0,-2.060350258829263e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.995166657e+17,483334300000000,1000000000000000,1.835870587916395e+39,1000000000000000,1,7.380384157203038e-13,-3.499097889297095e+31,3.602879701896397e+16,6.85647760125868e+20,-3.499097889365659e+31,3.499097889434224e+31,6.85647760125868e+20,-3.499097889365659e+31,-3.499097889297095e+31,3.499097889434224e+31,0,3.554546271896397e+16,0.9735247282182642,118669443072.184,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
