step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,metric_model,ship_type,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,metric_g00,metric_det,metric_signature_valid,christoffel_norm,invariant_error,coordinate_time,proper_time,beta_x,beta_y,beta_z,lapse_alpha,drive_authority,drive_phase_rad,drive_frequency_hz,drive_omega_rad_s,drive_coherence,drive_lock_quality,mode_count,bubble_radius,wall_thickness,einstein_tensor_norm,stress_energy_density,instantaneous_stress_energy_density,cycle_avg_stress_energy_density,cockpit_curvature_norm,bubble_wall_curvature_norm,cockpit_tidal_stress,bubble_wall_tidal_stress,phase_cancellation_score,phase_confinement_score,negative_energy_flag,nec_violation_flag,negative_energy_instant,negative_energy_cycle_avg,nec_violation_instant,nec_violation_cycle_avg,curvature_scalar,geodesic_accel_diagnostic_x,geodesic_accel_diagnostic_y,geodesic_accel_diagnostic_z,metric_derivative_step_m,craft_rest_energy_j,craft_coordinate_energy_j,craft_kinetic_energy_j,craft_energy_delta_j,conserved_energy_j,conserved_energy_error_j,drive_energy_available_j,drive_energy_spent_j,drive_power_w,drive_power_requested_w,drive_power_actual_w,requested_drive_authority,actual_drive_authority,estimated_metric_energy_j,estimated_field_energy_delta_j,estimated_positive_energy_j,estimated_negative_energy_j,estimated_stress_energy_cost_j,positive_energy_j,negative_energy_j,net_stress_energy_j,absolute_stress_energy_j,unfunded_energy_debt_j,conservation_error_j,conservation_error_ratio,stress_energy_conservation_residual,stress_energy_conservation_valid,power_clamped,metric_unfunded,metric_valid,power_source_type,resonator_substrate_type,exotic_stress_source_type,source_available_energy_j,source_max_power_w,usable_power_w,conversion_efficiency,waste_heat_w,radiation_loss_w,source_mass_kg,depletion_rate,stability_risk,physical_plausibility_rating,resonator_coherence_multiplier,resonator_phase_stability,resonator_coupling_efficiency,resonator_max_safe_authority,moscovium_metastable,moscovium_stabilization_required,exotic_negative_energy_capacity_j,exotic_stress_shaping_authority
10,0.2,2.200000000000006,0,0,9.999999999999998,0,0,1.200000000000006,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.22,0.2200000000000011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11,0.22,2.4,0,0,9.999999999999998,0,0,1.4,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.24,0.2400000000000009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
12,0.24,2.599999999999993,0,0,9.999999999999998,0,0,1.599999999999993,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.26,0.2600000000000006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
13,0.26,2.799999999999986,0,0,9.999999999999998,0,0,1.799999999999986,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.2799999999999999,0.2800000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
14,0.28,2.999999999999979,0,0,9.999999999999998,0,0,1.999999999999979,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.2999999999999999,0.3000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
15,0.3,3.199999999999972,0,0,9.999999999999998,0,0,2.199999999999972,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.3199999999999999,0.3199999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
16,0.32,3.399999999999965,0,0,9.999999999999998,0,0,2.399999999999965,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.3399999999999999,0.3399999999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
17,0.34,3.599999999999958,0,0,9.999999999999998,0,0,2.599999999999958,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.3599999999999999,0.3599999999999993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
18,0.36,3.799999999999951,0,0,9.999999999999998,0,0,2.799999999999951,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.3799999999999999,0.3799999999999991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
19,0.38,3.999999999999944,0,0,9.999999999999998,0,0,2.999999999999944,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.3999999999999999,0.3999999999999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
20,0.4,4.199999999999938,0,0,9.999999999999998,0,0,3.199999999999938,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.4199999999999999,0.4199999999999985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
21,0.42,4.399999999999931,0,0,9.999999999999998,0,0,3.399999999999931,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.4399999999999998,0.4399999999999983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
22,0.44,4.599999999999924,0,0,9.999999999999998,0,0,3.599999999999924,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.4599999999999998,0.459999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
23,0.46,4.799999999999917,0,0,9.999999999999998,0,0,3.799999999999917,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.4799999999999998,0.4799999999999978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
24,0.48,4.99999999999991,0,0,9.999999999999998,0,0,3.99999999999991,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.4999999999999998,0.4999999999999975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
25,0.5,5.199999999999903,0,0,9.999999999999998,0,0,4.199999999999903,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.5199999999999998,0.5199999999999972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
26,0.52,5.399999999999896,0,0,9.999999999999998,0,0,4.399999999999896,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.5399999999999998,0.5399999999999969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
27,0.54,5.59999999999989,0,0,9.999999999999998,0,0,4.59999999999989,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.5599999999999997,0.5599999999999966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
28,0.5600000000000001,5.799999999999883,0,0,9.999999999999998,0,0,4.799999999999883,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.5799999999999997,0.5799999999999963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
29,0.58,5.999999999999876,0,0,9.999999999999998,0,0,4.999999999999876,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.5999999999999998,0.599999999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
30,0.6,6.199999999999869,0,0,9.999999999999998,0,0,5.199999999999869,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.6199999999999998,0.6199999999999957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
31,0.62,6.399999999999862,0,0,9.999999999999998,0,0,5.399999999999862,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.6399999999999997,0.6399999999999954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
32,0.64,6.599999999999855,0,0,9.999999999999998,0,0,5.599999999999855,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.6599999999999997,0.659999999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
33,0.66,6.799999999999848,0,0,9.999999999999998,0,0,5.799999999999848,9.999999999999996,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.6799999999999997,0.6799999999999947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
34,0.68,6.999999999999841,0,0,9.999999999999998,0,0,5.999999999999841,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.6999999999999997,0.6999999999999944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
35,0.7000000000000001,7.199999999999834,0,0,9.999999999999998,0,0,6.199999999999834,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.7199999999999996,0.7199999999999941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
36,0.72,7.399999999999827,0,0,9.999999999999998,0,0,6.399999999999827,9.999999999999996,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.7399999999999997,0.7399999999999938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
37,0.74,7.59999999999982,0,0,9.999999999999998,0,0,6.59999999999982,9.999999999999996,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.7599999999999997,0.7599999999999935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
38,0.76,7.799999999999813,0,0,9.999999999999998,0,0,6.799999999999813,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.7799999999999996,0.7799999999999931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
