step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,metric_model,ship_type,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,metric_g00,metric_det,metric_signature_valid,christoffel_norm,invariant_error,coordinate_time,proper_time,beta_x,beta_y,beta_z,lapse_alpha,drive_authority,drive_phase_rad,drive_frequency_hz,drive_omega_rad_s,drive_coherence,drive_lock_quality,mode_count,bubble_radius,wall_thickness,einstein_tensor_norm,stress_energy_density,instantaneous_stress_energy_density,cycle_avg_stress_energy_density,cockpit_curvature_norm,bubble_wall_curvature_norm,cockpit_tidal_stress,bubble_wall_tidal_stress,phase_cancellation_score,phase_confinement_score,negative_energy_flag,nec_violation_flag,negative_energy_instant,negative_energy_cycle_avg,nec_violation_instant,nec_violation_cycle_avg,curvature_scalar,geodesic_accel_diagnostic_x,geodesic_accel_diagnostic_y,geodesic_accel_diagnostic_z,metric_derivative_step_m,craft_rest_energy_j,craft_coordinate_energy_j,craft_kinetic_energy_j,craft_energy_delta_j,conserved_energy_j,conserved_energy_error_j,drive_energy_available_j,drive_energy_spent_j,drive_power_w,drive_power_requested_w,drive_power_actual_w,requested_drive_authority,actual_drive_authority,estimated_metric_energy_j,estimated_field_energy_delta_j,estimated_positive_energy_j,estimated_negative_energy_j,estimated_stress_energy_cost_j,positive_energy_j,negative_energy_j,net_stress_energy_j,absolute_stress_energy_j,unfunded_energy_debt_j,conservation_error_j,conservation_error_ratio,stress_energy_conservation_residual,stress_energy_conservation_valid,power_clamped,metric_unfunded,metric_valid
10,0.166667,0,0,6371999.664620814,0,0,-3.658676020478979,999.6646208139136,-3.658676020478979,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.23629203902812e-15,0,0.1833337,0.1833336998699077,0,-0,1.354032299241213e-16,0.9999999993040013,1.512921683515739e-12,4.60767844060348,4,25.13274122871834,1,1,1,30,8,1.005349705555303e-15,4.276982211336104e+27,4.276982211336104e+27,4.27698221133555e+27,1.387778776454086e-15,1.221245323347603e-15,1.842996715303147e-15,1.903487820968814e-15,0.9973340126058291,0.4680851064024812,0,0,0,0,0,0,1.554312229529392e-15,-0,-0,-19.95637481757976,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.998166663e+17,183333700000000,1000000000000000,4.368849712725349e+38,1000000000000000,1,1.512921683515739e-12,6.144079980102434e+32,-6.096072455608703e+19,7.372895976131128e+32,-1.228815996028694e+32,8.601711972159823e+32,7.372895976131128e+32,-1.228815996028694e+32,6.144079980102434e+32,8.601711972159823e+32,0,-6.096090788978704e+19,-1,726414021845.941,1,1,1,1
11,0.1833337,0,0,6371999.600871035,0,0,-3.991282926673609,999.6008710348979,-3.991282926673609,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292038032665e-15,0,0.2000003999999999,0.2000003998583079,0,0,1.105148881825875e-16,0.9999999993040013,8.447268983764266e-13,5.026558298840159,4,25.13274122871834,1,1,1,30,8,1.005349705003063e-15,4.276982211336645e+27,4.276982211336645e+27,4.276982211337638e+27,1.387778776454152e-15,1.221245323361922e-15,1.842996715047217e-15,1.903487750662304e-15,0.9973340126058269,0.4680851064042455,0,0,0,0,0,0,1.554312229529583e-15,-0,-0,-19.95637446354755,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.997999996e+17,200000400000000,1000000000000000,1.40141690820305e+39,1000000000000000,1,8.447268983764266e-13,6.144079980101824e+32,-6.096072455608703e+19,7.372895976131213e+32,-1.22881599602939e+32,8.601711972160604e+32,7.372895976131213e+32,-1.22881599602939e+32,6.144079980101824e+32,8.601711972160604e+32,0,-6.096092455648703e+19,-1,474799290866.6522,1,1,1,1
12,0.2000004,0,0,6371999.531577796,0,0,-4.323889828636253,999.5315777957439,-4.323889828636253,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292037588423e-15,0,0.2166670999999999,0.2166670998467082,0,0,9.639693246216801e-17,0.9999999993040013,5.77849999882818e-13,5.445438157076839,4,25.13274122871834,1,1,1,30,8,1.005349704739123e-15,4.276982211336896e+27,4.276982211336896e+27,4.276982211338482e+27,1.387778776454191e-15,1.221245323369627e-15,1.842996714925001e-15,1.903487717106148e-15,0.997334012605826,0.4680851064030144,0,0,0,0,0,0,1.554312229529696e-15,-0,-0,-19.95637424476263,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.997833329e+17,216667100000000,1000000000000000,2.994813381253179e+39,1000000000000000,1,5.77849999882818e-13,6.144079980101214e+32,-6.103278215012496e+19,7.372895976131301e+32,-1.228815996030086e+32,8.601711972161387e+32,7.372895976131301e+32,-1.228815996030086e+32,6.144079980101214e+32,8.601711972161387e+32,0,-6.103299881722496e+19,-1,474827489008.2464,1,1,1,1
13,0.2166671,0,0,6371999.456741096,0,0,-4.656496727682663,999.4567410964519,-4.656496727682663,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292037268196e-15,0,0.2333337999999999,0.2333337998351084,0,0,8.666869307716647e-17,0.9999999993040013,4.531761548472198e-13,5.864318015313518,4,25.13274122871834,1,1,1,30,8,1.00534970457823e-15,4.27698221133704e+27,4.27698221133704e+27,4.27698221133886e+27,1.387778776454222e-15,1.221245323374741e-15,1.842996714850495e-15,1.903487696648377e-15,0.9973340126058255,0.4680851064023517,0,0,0,0,0,0,1.554312229529779e-15,-0,-0,-19.95637408451935,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.997666662e+17,233333800000000,1000000000000000,4.86929290534501e+39,1000000000000000,1,4.531761548472198e-13,6.144079980100605e+32,-6.096072455608703e+19,7.372895976131388e+32,-1.228815996030783e+32,8.601711972162169e+32,7.372895976131388e+32,-1.228815996030783e+32,6.144079980100605e+32,8.601711972162169e+32,0,-6.096095788988704e+19,-1,474830544199.7939,1,1,1,1
14,0.2333338,0,0,6371999.376360936,0,0,-4.989103624434285,999.3763609360904,-4.989103624434285,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292037003345e-15,16,0.2500004999999999,0.2500004998235087,0,0,7.901384773030289e-17,0.9999999993040013,3.952921806021085e-13,6.283197873550198,4,25.13274122871834,1,1,1,30,8,1.005349704464022e-15,4.276982211337146e+27,4.276982211337146e+27,4.276982211339e+27,1.387778776454249e-15,1.221245323378647e-15,1.842996714797503e-15,1.903487682079528e-15,0.9973340126058255,0.4680851064031432,0,0,0,0,0,0,1.554312229529852e-15,-0,-0,-19.95637395198612,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.997499995e+17,250000500000000,1000000000000000,6.399758015619628e+39,1000000000000000,1,3.952921806021085e-13,6.144079980099995e+32,-6.096072455608703e+19,7.372895976131474e+32,-1.228815996031479e+32,8.601711972162953e+32,7.372895976131474e+32,-1.228815996031479e+32,6.144079980099995e+32,8.601711972162953e+32,0,-6.096097455658703e+19,-1,549741133825.9117,1,1,1,1
15,0.2500005,0,0,6371999.290960344,0,0,-5.211118614968462,999.2909603435546,-5.211118614968462,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.236292036761392e-15,16,0.2666671999999999,0.266667199811909,0,0,7.233041692914455e-17,0.9999999993040013,3.782062817179783e-13,6.702077731786877,4,25.13274122871834,1,1,1,30,8,1.00534970437401e-15,4.276982211337321e+27,4.276982211337321e+27,4.276982211339004e+27,1.387778776454275e-15,1.22124532338196e-15,1.842996714755433e-15,1.903487670460965e-15,0.9973340126058253,0.4680851064038141,0,0,0,0,0,0,1.554312229529919e-15,-0,-0,-19.95637383091143,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.997333328e+17,266667200000000,1000000000000000,6.991051868062406e+39,1000000000000000,1,3.782062817179783e-13,6.144079980099385e+32,-6.096072455608703e+19,7.372895976131561e+32,-1.228815996032176e+32,8.601711972163737e+32,7.372895976131561e+32,-1.228815996032176e+32,6.144079980099385e+32,8.601711972163737e+32,0,-6.096099122328704e+19,-1,118715747132.8726,1,1,1,1
16,0.2666672,0,0,6371999.202722328,0,0,-5.377422059937392,999.2027223277837,-5.377422059937392,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962679497813e-16,16,0.2833338999999999,0.2833338998003092,0,0,6.594250966329297e-17,0.9999999993040013,3.952968871849478e-13,7.120957590023557,4,25.13274122871834,1,1,1,30,8,1.005349704297633e-15,4.276982211337537e+27,4.276982211337537e+27,4.276982211338866e+27,1.38777877645455e-15,1.221245323385003e-15,1.898507865950535e-15,1.90348766031673e-15,0.9973340126058255,0.4680851064032308,0,0,0,0,0,0,1.554312229529986e-15,-0,-0,-9.978186794378125,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.997166661e+17,283333900000000,1000000000000000,6.399605619722206e+39,1000000000000000,1,3.952968871849478e-13,6.144079980098972e+32,-4.136105897777064e+19,7.372895976131613e+32,-1.228815996032641e+32,8.601711972164253e+32,7.372895976131613e+32,-1.228815996032641e+32,6.144079980098972e+32,8.601711972164253e+32,0,-4.136134231167064e+19,-1,7574716.457291478,1,1,1,1
17,0.2833339,0,0,6371999.111712581,0,0,-5.543725502911354,999.1117125814781,-5.543725502911353,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962670983774e-16,16,0.3000005999999998,0.3000005997887095,0,0,5.928884434340548e-17,0.9999999993040013,4.531877043670473e-13,7.539837448260236,4,25.13274122871834,1,1,1,30,8,1.005349704226213e-15,4.276982211337787e+27,4.276982211337787e+27,4.27698221133851e+27,1.387778776454694e-15,1.221245323277164e-15,1.898507865916461e-15,1.95899880190034e-15,0.997334012605826,0.4680851064098913,0,0,0,0,0,0,1.554312229530056e-15,-0,-0,-9.978186661840969,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.996999994e+17,300000600000000,1000000000000000,4.869044719978109e+39,1000000000000000,1,4.531877043670473e-13,6.144079980098668e+32,-3.040830468400559e+19,7.372895976131656e+32,-1.228815996032988e+32,8.601711972164645e+32,7.372895976131656e+32,-1.228815996032988e+32,6.144079980098668e+32,8.601711972164645e+32,0,-3.040860468460559e+19,-1,4257707.580900413,1,1,1,1
18,0.3000006,0,0,6371999.017931106,0,0,-5.710028943614812,999.017931105569,-5.710028943614812,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962660689293e-16,16,0.3166672999999998,0.3166672997771097,-0,0,5.171696041401057e-17,0.9999999993040013,5.778760739314459e-13,7.958717306496916,4,25.13274122871834,1,1,1,30,8,1.005349704154865e-15,4.276982211338105e+27,4.276982211338105e+27,4.276982211337785e+27,1.387778776454846e-15,1.221245323243369e-15,1.898507865882222e-15,1.958998792221845e-15,0.9973340126058269,0.4680851064002328,0,0,0,0,0,0,1.554312229530133e-15,-0,-0,-9.978186501587849,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.996833327e+17,316667300000000,1000000000000000,2.994543132486716e+39,1000000000000000,1,5.778760739314459e-13,6.144079980098363e+32,-3.048036227804352e+19,7.372895976131699e+32,-1.228815996033337e+32,8.601711972165034e+32,7.372895976131699e+32,-1.228815996033337e+32,6.144079980098363e+32,8.601711972165034e+32,0,-3.048067894534352e+19,-1,474844805212.0109,1,1,1,1
19,0.3166673,0,0,6371998.921377899,0,0,-5.87633238146848,998.9213778991252,-5.87633238146848,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962651927422e-16,16,0.3333339999999999,0.33333399976551,-0,0,4.221457112632415e-17,0.9999999993040013,8.447943122644129e-13,8.377597164733597,4,25.13274122871834,1,1,1,30,8,1.005349704079885e-15,4.276982211338549e+27,4.276982211338549e+27,4.27698221133625e+27,1.387778776455015e-15,1.221245323206489e-15,1.898507865846013e-15,1.958998781943745e-15,0.9973340126058284,0.4680851064136732,0,0,0,0,0,0,1.554312229530221e-15,-0,-0,-9.978186282776164,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.99666666e+17,333334000000000,1000000000000000,1.401193253304838e+39,1000000000000000,1,8.447943122644129e-13,6.144079980098057e+32,-3.062447746611937e+19,7.372895976131742e+32,-1.228815996033686e+32,8.601711972165426e+32,7.372895976131742e+32,-1.228815996033686e+32,6.144079980098057e+32,8.601711972165426e+32,0,-3.062481080011937e+19,-1,20514996.16469435,1,1,1,1
20,0.333334,0,0,6371998.822052963,0,0,-6.042635815322283,998.822052963078,-6.042635815322283,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080026,-1.000000002783995,1,1.922962644273272e-16,16,0.3500006999999998,0.3500006997539102,-0,0,2.888089011129955e-17,0.9999999993040013,1.513162384028806e-12,8.796477022970276,4,25.13274122871834,1,1,1,30,8,1.570092465276302e-16,-1614208435137522,-1614208435137522,-8452303890144501,3.885780580015724e-16,2.220446047158081e-16,2.630518040832671e-16,3.235427383327404e-16,0.99946566289237,0.3636363640626816,1,1,1,1,1,1,2.220446049254949e-16,-0,-0,-9.978185928650122,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.996499993e+17,350000700000000,1000000000000000,4.367459907189493e+38,1000000000000000,1,1.513162384028806e-12,6.144079980097751e+32,-3.055241987208144e+19,7.372895976131785e+32,-1.228815996034035e+32,8.601711972165821e+32,7.372895976131785e+32,-1.228815996034035e+32,6.144079980097751e+32,8.601711972165821e+32,0,-3.055276987278144e+19,-1,2153309.807139988,1,1,1,1
